seqcol_digest,refget_digest,alias,alias_kind,sequence_accession
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.czO0uwJ6D8tZofzgHPDVnGO6bfq-kYNX,chrUn_GL000219v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d33Gokdy_6YFgMIVuEXUlt5fTpuKdjRN,KI270843.1,genbank_accession,KI270843.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d33Gokdy_6YFgMIVuEXUlt5fTpuKdjRN,NT_187597.1,refseq_accession,NT_187597.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d33Gokdy_6YFgMIVuEXUlt5fTpuKdjRN,HSCHR13_1_CTG6,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d33Gokdy_6YFgMIVuEXUlt5fTpuKdjRN,chr13_KI270843v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d34Ol6qoNpL78UaEVKAmpG-90k4ncP_V,GL000251.2,genbank_accession,GL000251.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d34Ol6qoNpL78UaEVKAmpG-90k4ncP_V,NT_113891.3,refseq_accession,NT_113891.3
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d34Ol6qoNpL78UaEVKAmpG-90k4ncP_V,HSCHR6_MHC_COX_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.d34Ol6qoNpL78UaEVKAmpG-90k4ncP_V,chr6_GL000251v2_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dDz3JalgHwXRsYlNxzBuVzCgt7a-_lfA,KI270785.1,genbank_accession,KI270785.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dDz3JalgHwXRsYlNxzBuVzCgt7a-_lfA,NT_187542.1,refseq_accession,NT_187542.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dDz3JalgHwXRsYlNxzBuVzCgt7a-_lfA,HSCHR4_2_CTG12,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dDz3JalgHwXRsYlNxzBuVzCgt7a-_lfA,chr4_KI270785v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dEH0fJtUnIxkyUq1EaNH_NbLIl6v54Md,KI270732.1,genbank_accession,KI270732.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dEH0fJtUnIxkyUq1EaNH_NbLIl6v54Md,NT_187387.1,refseq_accession,NT_187387.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dEH0fJtUnIxkyUq1EaNH_NbLIl6v54Md,HSCHR22_UNLOCALIZED_CTG2,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dEH0fJtUnIxkyUq1EaNH_NbLIl6v54Md,chr22_KI270732v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dJ5csUbtg77TYUcOaKaJSdpIYaWbFuKw,KI270876.1,genbank_accession,KI270876.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dJ5csUbtg77TYUcOaKaJSdpIYaWbFuKw,NT_187630.1,refseq_accession,NT_187630.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dJ5csUbtg77TYUcOaKaJSdpIYaWbFuKw,HSCHR22_1_CTG4,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dJ5csUbtg77TYUcOaKaJSdpIYaWbFuKw,chr22_KI270876v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLZ15tNO1Ur0IcGjwc3Sdi_0A6Yf4zm7,CM000679.2,genbank_accession,CM000679.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLZ15tNO1Ur0IcGjwc3Sdi_0A6Yf4zm7,NC_000017.11,refseq_accession,NC_000017.11
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLZ15tNO1Ur0IcGjwc3Sdi_0A6Yf4zm7,17,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLZ15tNO1Ur0IcGjwc3Sdi_0A6Yf4zm7,chr17,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLc_hFQMD4mA0XaddSks68eyXxdWxkAG,KI270735.1,genbank_accession,KI270735.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLc_hFQMD4mA0XaddSks68eyXxdWxkAG,NT_187390.1,refseq_accession,NT_187390.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLc_hFQMD4mA0XaddSks68eyXxdWxkAG,HSCHR22_UNLOCALIZED_CTG5,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dLc_hFQMD4mA0XaddSks68eyXxdWxkAG,chr22_KI270735v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dNAzYYuHaSQ_6iwhuEYf94VZWJ8EAeDG,KI270937.1,genbank_accession,KI270937.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dNAzYYuHaSQ_6iwhuEYf94VZWJ8EAeDG,NT_187691.1,refseq_accession,NT_187691.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dNAzYYuHaSQ_6iwhuEYf94VZWJ8EAeDG,HSCHR3_8_CTG3,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dNAzYYuHaSQ_6iwhuEYf94VZWJ8EAeDG,chr3_KI270937v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dPmhKFyWbv8liK3JAPY0D-eaKEBOk_t0,KI270372.1,genbank_accession,KI270372.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dPmhKFyWbv8liK3JAPY0D-eaKEBOk_t0,NT_187491.1,refseq_accession,NT_187491.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dPmhKFyWbv8liK3JAPY0D-eaKEBOk_t0,HSCHRUN_RANDOM_199,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dPmhKFyWbv8liK3JAPY0D-eaKEBOk_t0,chrUn_KI270372v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dZTKCwLCSf-DUdBmvMsuNHS_vCstw8s0,KI270748.1,genbank_accession,KI270748.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dZTKCwLCSf-DUdBmvMsuNHS_vCstw8s0,NT_187503.1,refseq_accession,NT_187503.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dZTKCwLCSf-DUdBmvMsuNHS_vCstw8s0,HSCHRUN_RANDOM_CTG25,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dZTKCwLCSf-DUdBmvMsuNHS_vCstw8s0,chrUn_KI270748v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.diw0dVVktKxaPm425ZEKf3FrA3fmGmMg,KI270768.1,genbank_accession,KI270768.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.diw0dVVktKxaPm425ZEKf3FrA3fmGmMg,NT_187528.1,refseq_accession,NT_187528.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.diw0dVVktKxaPm425ZEKf3FrA3fmGmMg,HSCHR2_3_CTG7_2,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.diw0dVVktKxaPm425ZEKf3FrA3fmGmMg,chr2_KI270768v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dj2HV8_ASYLU3cdll0otT1NUD3Zg9qXh,KI270739.1,genbank_accession,KI270739.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dj2HV8_ASYLU3cdll0otT1NUD3Zg9qXh,NT_187394.1,refseq_accession,NT_187394.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dj2HV8_ASYLU3cdll0otT1NUD3Zg9qXh,HSCHR22_UNLOCALIZED_CTG9,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dj2HV8_ASYLU3cdll0otT1NUD3Zg9qXh,chr22_KI270739v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dlLml9pNnpyBkve6cCmHT8TxyJbbIRot,KI270924.1,genbank_accession,KI270924.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dlLml9pNnpyBkve6cCmHT8TxyJbbIRot,NT_187678.1,refseq_accession,NT_187678.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dlLml9pNnpyBkve6cCmHT8TxyJbbIRot,HSCHR3_4_CTG3,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dlLml9pNnpyBkve6cCmHT8TxyJbbIRot,chr3_KI270924v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dv28DR88BtaiPqzTm3kiIrbxSY7riEPE,KI270777.1,genbank_accession,KI270777.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dv28DR88BtaiPqzTm3kiIrbxSY7riEPE,NT_187533.1,refseq_accession,NT_187533.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dv28DR88BtaiPqzTm3kiIrbxSY7riEPE,HSCHR3_2_CTG2_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.dv28DR88BtaiPqzTm3kiIrbxSY7riEPE,chr3_KI270777v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eK4D2MosgK_ivBkgi6FVPg5UXs1bYESm,CM000676.2,genbank_accession,CM000676.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eK4D2MosgK_ivBkgi6FVPg5UXs1bYESm,NC_000014.9,refseq_accession,NC_000014.9
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eK4D2MosgK_ivBkgi6FVPg5UXs1bYESm,14,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eK4D2MosgK_ivBkgi6FVPg5UXs1bYESm,chr14,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.e_yiZOTpBLWIC3EqA1n_SgveVxgn4g8b,KI270805.1,genbank_accession,KI270805.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.e_yiZOTpBLWIC3EqA1n_SgveVxgn4g8b,NT_187560.1,refseq_accession,NT_187560.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.e_yiZOTpBLWIC3EqA1n_SgveVxgn4g8b,HSCHR7_1_CTG7,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.e_yiZOTpBLWIC3EqA1n_SgveVxgn4g8b,chr7_KI270805v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eiNRy0nVH47HBRsjf7s3dDjB7WXIL2pV,KI270466.1,genbank_accession,KI270466.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eiNRy0nVH47HBRsjf7s3dDjB7WXIL2pV,NT_187421.1,refseq_accession,NT_187421.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eiNRy0nVH47HBRsjf7s3dDjB7WXIL2pV,HSCHRUN_RANDOM_125,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eiNRy0nVH47HBRsjf7s3dDjB7WXIL2pV,chrUn_KI270466v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eoMIu0vekNCOHBLKD0EwW7XJp-siHEGF,GL339449.2,genbank_accession,GL339449.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eoMIu0vekNCOHBLKD0EwW7XJp-siHEGF,NW_003315917.2,refseq_accession,NW_003315917.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eoMIu0vekNCOHBLKD0EwW7XJp-siHEGF,HSCHR5_2_CTG1_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.eoMIu0vekNCOHBLKD0EwW7XJp-siHEGF,chr5_GL339449v2_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f8nrtmxvSZYRYd84R7Nrn4_S9K37IWo8,KI270769.1,genbank_accession,KI270769.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f8nrtmxvSZYRYd84R7Nrn4_S9K37IWo8,NT_187522.1,refseq_accession,NT_187522.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f8nrtmxvSZYRYd84R7Nrn4_S9K37IWo8,HSCHR2_1_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f8nrtmxvSZYRYd84R7Nrn4_S9K37IWo8,chr2_KI270769v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f94ByAZ4kelY_SOSggoI_vakm0WATKUj,KI270817.1,genbank_accession,KI270817.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f94ByAZ4kelY_SOSggoI_vakm0WATKUj,NT_187573.1,refseq_accession,NT_187573.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f94ByAZ4kelY_SOSggoI_vakm0WATKUj,HSCHR8_4_CTG7,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f94ByAZ4kelY_SOSggoI_vakm0WATKUj,chr8_KI270817v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9DNt75sBx2Emm-JwtOnW_bXy6yaKxhh,KI270465.1,genbank_accession,KI270465.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9DNt75sBx2Emm-JwtOnW_bXy6yaKxhh,NT_187422.1,refseq_accession,NT_187422.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9DNt75sBx2Emm-JwtOnW_bXy6yaKxhh,HSCHRUN_RANDOM_126,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9DNt75sBx2Emm-JwtOnW_bXy6yaKxhh,chrUn_KI270465v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9vXWgOuAGchQNgwjhvjRVNufdcVaAHx,KI270832.1,genbank_accession,KI270832.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9vXWgOuAGchQNgwjhvjRVNufdcVaAHx,NT_187586.1,refseq_accession,NT_187586.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9vXWgOuAGchQNgwjhvjRVNufdcVaAHx,HSCHR11_1_CTG8,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f9vXWgOuAGchQNgwjhvjRVNufdcVaAHx,chr11_KI270832v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f_YKg6ujj5uOa8YcoVYBO8i-UTQvp1Nf,KI270896.1,genbank_accession,KI270896.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f_YKg6ujj5uOa8YcoVYBO8i-UTQvp1Nf,NT_187650.1,refseq_accession,NT_187650.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f_YKg6ujj5uOa8YcoVYBO8i-UTQvp1Nf,HSCHR4_6_CTG12,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.f_YKg6ujj5uOa8YcoVYBO8i-UTQvp1Nf,chr4_KI270896v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.g1ko5PoH_AMkMOJA5I5iAsj2HRMdoXt2,KI270727.1,genbank_accession,KI270727.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.g1ko5PoH_AMkMOJA5I5iAsj2HRMdoXt2,NT_187382.1,refseq_accession,NT_187382.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.g1ko5PoH_AMkMOJA5I5iAsj2HRMdoXt2,HSCHR15_RANDOM_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.g1ko5PoH_AMkMOJA5I5iAsj2HRMdoXt2,chr15_KI270727v1_random,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gD8mEtavw4FpPORpnYPQmZpBUFaeSXNh,KI270754.1,genbank_accession,KI270754.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gD8mEtavw4FpPORpnYPQmZpBUFaeSXNh,NT_187509.1,refseq_accession,NT_187509.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gD8mEtavw4FpPORpnYPQmZpBUFaeSXNh,HSCHRUN_RANDOM_CTG33,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gD8mEtavw4FpPORpnYPQmZpBUFaeSXNh,chrUn_KI270754v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gUSQy-ErCub9Mw18g24_VAfha6D1sadO,KI270922.1,genbank_accession,KI270922.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gUSQy-ErCub9Mw18g24_VAfha6D1sadO,NT_187676.1,refseq_accession,NT_187676.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gUSQy-ErCub9Mw18g24_VAfha6D1sadO,HSCHR19KIR_FH06_A_HAP_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.gUSQy-ErCub9Mw18g24_VAfha6D1sadO,chr19_KI270922v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.giRZFJqn-yQ2fQFvnUrhZsnhj0j32p5F,GL383557.1,genbank_accession,GL383557.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.giRZFJqn-yQ2fQFvnUrhZsnhj0j32p5F,NW_003315946.1,refseq_accession,NW_003315946.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.giRZFJqn-yQ2fQFvnUrhZsnhj0j32p5F,HSCHR16_2_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.giRZFJqn-yQ2fQFvnUrhZsnhj0j32p5F,chr16_GL383557v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.h2NGmESUlOABx4daDywqQhNXaA2LB5RR,KI270376.1,genbank_accession,KI270376.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.h2NGmESUlOABx4daDywqQhNXaA2LB5RR,NT_187489.1,refseq_accession,NT_187489.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.h2NGmESUlOABx4daDywqQhNXaA2LB5RR,HSCHRUN_RANDOM_197,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.h2NGmESUlOABx4daDywqQhNXaA2LB5RR,chrUn_KI270376v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hF_pd5y7TnOddiM1xe-IhXSNPyUNDGmC,GL949749.2,genbank_accession,GL949749.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hF_pd5y7TnOddiM1xe-IhXSNPyUNDGmC,NW_003571057.2,refseq_accession,NW_003571057.2
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hF_pd5y7TnOddiM1xe-IhXSNPyUNDGmC,HSCHR19LRC_LRC_J_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hF_pd5y7TnOddiM1xe-IhXSNPyUNDGmC,chr19_GL949749v2_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hbKlATBl0s-HdUeh5K_tZX89N7xjivvp,KI270393.1,genbank_accession,KI270393.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hbKlATBl0s-HdUeh5K_tZX89N7xjivvp,NT_187483.1,refseq_accession,NT_187483.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hbKlATBl0s-HdUeh5K_tZX89N7xjivvp,HSCHRUN_RANDOM_191,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hbKlATBl0s-HdUeh5K_tZX89N7xjivvp,chrUn_KI270393v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hqU7wEkCCSQU5ebezHU0xdeNwTU1kMMD,KI270917.1,genbank_accession,KI270917.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hqU7wEkCCSQU5ebezHU0xdeNwTU1kMMD,NT_187671.1,refseq_accession,NT_187671.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hqU7wEkCCSQU5ebezHU0xdeNwTU1kMMD,HSCHR19KIR_ABC08_A1_HAP_CTG3_1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.hqU7wEkCCSQU5ebezHU0xdeNwTU1kMMD,chr19_KI270917v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iB_m7qqRPb_xmKT9Cg_TFVzw7C8Q9U5Q,KI270385.1,genbank_accession,KI270385.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iB_m7qqRPb_xmKT9Cg_TFVzw7C8Q9U5Q,NT_187487.1,refseq_accession,NT_187487.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iB_m7qqRPb_xmKT9Cg_TFVzw7C8Q9U5Q,HSCHRUN_RANDOM_195,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iB_m7qqRPb_xmKT9Cg_TFVzw7C8Q9U5Q,chrUn_KI270385v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iH-N-G6Vjrvtw2fI2ePe60OaSSxESuXT,KI270316.1,genbank_accession,KI270316.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iH-N-G6Vjrvtw2fI2ePe60OaSSxESuXT,NT_187403.1,refseq_accession,NT_187403.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iH-N-G6Vjrvtw2fI2ePe60OaSSxESuXT,HSCHRUN_RANDOM_107,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iH-N-G6Vjrvtw2fI2ePe60OaSSxESuXT,chrUn_KI270316v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iWjuscFp2jBmwXvs-ih3LJHz5AW3Qu1e,KI270812.1,genbank_accession,KI270812.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iWjuscFp2jBmwXvs-ih3LJHz5AW3Qu1e,NT_187568.1,refseq_accession,NT_187568.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iWjuscFp2jBmwXvs-ih3LJHz5AW3Qu1e,HSCHR8_2_CTG1,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iWjuscFp2jBmwXvs-ih3LJHz5AW3Qu1e,chr8_KI270812v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iZdWxletexfTNJCT2dTagew8biQFX1TI,KI270364.1,genbank_accession,KI270364.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iZdWxletexfTNJCT2dTagew8biQFX1TI,NT_187468.1,refseq_accession,NT_187468.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iZdWxletexfTNJCT2dTagew8biQFX1TI,HSCHRUN_RANDOM_176,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.iZdWxletexfTNJCT2dTagew8biQFX1TI,chrUn_KI270364v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ibIyBleqU02yGiyM_QDff_Pz9HjCEMMj,KI270775.1,genbank_accession,KI270775.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ibIyBleqU02yGiyM_QDff_Pz9HjCEMMj,NT_187531.1,refseq_accession,NT_187531.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ibIyBleqU02yGiyM_QDff_Pz9HjCEMMj,HSCHR2_5_CTG7_2,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ibIyBleqU02yGiyM_QDff_Pz9HjCEMMj,chr2_KI270775v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.icmRK8D6LoSC9qL4ylrhGnNQTJZCu0Ff,KI270837.1,genbank_accession,KI270837.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.icmRK8D6LoSC9qL4ylrhGnNQTJZCu0Ff,NT_187588.1,refseq_accession,NT_187588.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.icmRK8D6LoSC9qL4ylrhGnNQTJZCu0Ff,HSCHR12_5_CTG2,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.icmRK8D6LoSC9qL4ylrhGnNQTJZCu0Ff,chr12_KI270837v1_alt,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ienjuw0fwaZchW5kZctEIYj9c2mgCUkY,KI270425.1,genbank_accession,KI270425.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ienjuw0fwaZchW5kZctEIYj9c2mgCUkY,NT_187418.1,refseq_accession,NT_187418.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ienjuw0fwaZchW5kZctEIYj9c2mgCUkY,HSCHRUN_RANDOM_122,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ienjuw0fwaZchW5kZctEIYj9c2mgCUkY,chrUn_KI270425v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ihzqQd4BJ5VUWckLt7PuFuDYHkH0K2Be,KI270375.1,genbank_accession,KI270375.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ihzqQd4BJ5VUWckLt7PuFuDYHkH0K2Be,NT_187493.1,refseq_accession,NT_187493.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ihzqQd4BJ5VUWckLt7PuFuDYHkH0K2Be,HSCHRUN_RANDOM_201,seqcol_name,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ihzqQd4BJ5VUWckLt7PuFuDYHkH0K2Be,chrUn_KI270375v1,ucsc,
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ijki8zwyFOmILREuoZz7EKaDeJo6hzK6,GL383545.1,genbank_accession,GL383545.1
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,SQ.ijki8zwyFOmILREuoZz7EKaDeJo6hzK6,NW_003315934.1,refseq_accession,NW_003315934.1
