seqcol_digest,sequence_index,name,refget_digest,length
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,224,NT_187532.1,SQ.VfiJcXkdRHtStj16e7Xrn9NynMHCeZOJ,205312
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,225,NT_187534.1,SQ.wha-R1tWYNtmUQO_DFgCBrB_UpLxdaZV,162429
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,226,NT_187539.1,SQ.RAunl7LtBhW-Ur_EVFo0r9k2F7nejYSK,184404
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,227,NT_187540.1,SQ.UXZi25XgrqYdmNvS7KCJphN0iI2HHKai,220246
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,228,NW_003315915.1,SQ.OksgIOusUef0rdKcDyt0NB9MkqaaAVj0,376187
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,229,NT_187541.1,SQ.-j0aUJS62vmpwSMuGHaTuD5PD6ZPLiDa,111943
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,230,NT_167250.2,SQ.04xmpFbzZiCj3JTIiKdmKjTEIUXazvZf,586476
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,231,NT_187544.1,SQ.OTIVJy_KdaopB-CUJs52LpsThmVoKof7,158965
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,232,NW_003315914.1,SQ.PZYl7DEKtgH9B4KBRqe1D_Z2XbZmqRfB,164536
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,233,NT_187542.1,SQ.dDz3JalgHwXRsYlNxzBuVzCgt7a-_lfA,119912
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,234,NT_187545.1,SQ.RyEr8j9KyJeP56NSneG-rAqW_AgEmGNc,205944
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,235,NT_187543.1,SQ.NJXsBHnEIETvkRII9MF2EEYRLLwK9aCD,244096
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,236,NT_187550.1,SQ.ypl-iaOfBtbzFmdcFUxZXSN8i0wrfhK1,126136
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,237,NT_187548.1,SQ.uqV14FRLzhJ59_NCXN0BsQjRcrc4wQ_I,179043
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,238,NT_187547.1,SQ.C0ccw2a21RzFAAYrYa__tHUR8TsbDuib,195710
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,239,NW_003315920.1,SQ.8aqteC5jCbtrr33OmtXu4jGyrmbvzfgM,82728
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,240,NW_003571036.1,SQ.SOVDMTYGIxAemENYORhBIKG1UtMN-Cxx,226852
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,241,NT_187551.1,SQ.OIu0GcnzJ_kv5Yi-42mWoDL2DSOFtjlh,164558
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,242,NW_003315917.2,SQ.eoMIu0vekNCOHBLKD0EwW7XJp-siHEGF,1612928
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,243,NW_003315918.1,SQ.UQf4P8h55Z6EdK5tczmAACezbKN5QQev,101241
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,244,NT_187549.1,SQ.QJYQpMzUaQmW2dOGCmmxGjm-gKBdGkgd,172708
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,245,NW_003315919.1,SQ.buP2JSI5lAEk8i2XtyuGWf94SwMg13cZ,173459
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,246,NT_187546.1,SQ.yljB6U9SRoWGw_dvR5KdY37ODgCmGoql,131892
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,247,NT_167244.2,SQ.pTtOib7jGZL9lETO295VEWn8jZ9RYCvj,4672374
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,248,NT_187555.1,SQ.EoFUoPtnHWts2dpvMw4zusf2yLpbJryB,175808
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,249,NT_187554.1,SQ.sbIBtYpUNHu8PwQeGnMM5eGITNpoRJcz,152148
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,250,NW_003315921.1,SQ.8WpZeULvL3qqYUSdxv4RyI7BblG0UkU4,124736
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,251,NT_187556.1,SQ.A9JuPqOYDdW3QQBBVIK6n-63zIicT8E6,870480
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,252,NT_187557.1,SQ.PuSTfY50a94aCw73WVarS2WjiLFyJkFN,75005
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,253,NW_004166862.2,SQ.0hIP48RklPWoM9e4TAFsEZ43J8dRLHNI,185823
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,254,NT_187552.1,SQ.FzQFgB4dpLbSpGp5WvuMNzq6MPKvdlyE,197536
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,255,NT_187553.1,SQ.LtzPuZLZnYH6pO1IrTjYgPEKdEhRS5ud,271782
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,256,NT_187558.1,SQ.X1hoeaY6uWYC8HHY2Q2EfqbdDxJqM8IG,157952
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,257,NT_187561.1,SQ.zNqIYblzbGOOkwdirXHJTkPbFH1BGDv7,209586
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,258,NT_187559.1,SQ.xbXYojdfUTApIf8_P3x4-2zIsZD-iOb2,158166
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,259,NW_003315922.2,SQ.ZO3XajuY2WdIU8H0b3dSx5KYK8m9M82O,119183
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,260,NT_187562.1,SQ.WWPUgQmEvZlupGMumNRPbGJmBDPLEKgR,1111570
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,261,NT_187564.1,SQ.PYAMDH0KqfdmU5JPAVqVupaXBEo4rFfz,271455
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,262,NT_187563.1,SQ.Mr7I6o5HsgqLcSnvhYEqDYdz5kV42DM4,126434
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,263,NT_187560.1,SQ.e_yiZOTpBLWIC3EqA1n_SgveVxgn4g8b,209988
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,264,NT_187572.1,SQ.3vUgExTDPg-6kH2ZiULbknG65kUMHAVw,145606
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,265,NT_187568.1,SQ.iWjuscFp2jBmwXvs-ih3LJHz5AW3Qu1e,282736
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,266,NT_187565.1,SQ.PAYF0NF94J1eLPRA0B9Wx6PKdgTZ4pvv,292436
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,267,NT_187576.1,SQ.vGGgA6P7xBX7M4mBYy9nOBtznc1x1nFS,985506
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,268,NT_187570.1,SQ.Blfq4xqKfo0FJJPATFr4xPHwunr-hMDQ,300230
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,269,NT_187577.1,SQ.JC7sRwjgnhEUBTGtNafaYyolY6rCwFRw,624492
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,270,NT_187566.1,SQ.iywmqFQ-6Fh14pAPqaLYvu06VSZSgnDe,141812
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,271,NT_187567.1,SQ.EKnBFFZrnDzD-jWHvXcXscItM1QrDzsR,374415
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,272,NT_187574.1,SQ.JoYHnbjBPOMckEQi0FSEJZYfci-l4kzO,133535
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,273,NT_187575.1,SQ.sBoZ5hQSaht4_DY7y6aKfsCGmNAdox0J,36640
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,274,NT_187573.1,SQ.f94ByAZ4kelY_SOSggoI_vakm0WATKUj,158983
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,275,NT_187571.1,SQ.kH-2_CUCQqpxQWVpHGnxjawC0RfwHeVU,305841
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,276,NT_187569.1,SQ.kbbbrWmgtIJj-EfUWxjXzA1EcnqCLpZU,132244
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,277,NW_003315928.1,SQ.Qmg0fzIrKNmbX_QaMvYDZ34Nvzac7d0J,162988
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,278,NW_003315929.1,SQ.OZtXLFtnb_IngRA_3wo74PtIfGN9zU-j,71551
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,279,NW_003315930.1,SQ.M6XTiISr1Sm1DPXEuWgviX8Y2Ct0viGi,171286
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,280,NW_003315931.1,SQ.xG6X1niZL5ka910ne1W_3IKQG1papFZC,60032
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,281,NT_187578.1,SQ._F7qq6EIa8n9etwFT0MelPnY7ggqXObL,439082
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,282,NW_003315934.1,SQ.ijki8zwyFOmILREuoZz7EKaDeJo6hzK6,179254
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,283,NT_187579.1,SQ.LQAI8B9Di_cemErZagjmUlLIU_wJ0vpM,181496
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,284,NW_003315935.1,SQ.b5d7dSEHLxpJni97NTBxDyUvjPeOpikI,309802
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,285,NT_187580.1,SQ.sVOWJ0aJC9F-B0M5i3h4VtgwVrf7E1U2,188315
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,286,NT_187586.1,SQ.f9vXWgOuAGchQNgwjhvjRVNufdcVaAHx,210133
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,287,NT_187584.1,SQ.L9jwXWvDtJbfxVFFZ5Autkj9k_qMIz5F,177092
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,288,NT_187585.1,SQ.ZnrUHnKSxcQrIWv4bOFa0eqgMWC_Yw0e,296895
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,289,NT_187583.1,SQ.k34wPvdMdinrOSGJPSi66oc_zWwsNQno,204059
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,290,NW_003315936.1,SQ.YpEMyhzoYs_11s_DfsfaLB8uQo__ffTG,154407
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,291,NW_003871073.1,SQ.OYD_B_tg1ilN4qmMhHMvRUeF_A1SiBFz,200998
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,292,NW_003871074.1,SQ.H-FcilbhTd1DIsKaCzkabHWNIc7smIfL,191409
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,293,NT_187582.1,SQ.9v7QhRz3rErQHSidbH7PcTtioHr3CZ72,67707
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,294,NT_187581.1,SQ.oDJ0ufO0hX9s9hvElxpShu4Io7wTp3ej,186169
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,295,NW_003571049.1,SQ.9kvA1SAHFWA7PI91tIMSidKkALqFXbYr,167313
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,296,NW_003571050.1,SQ.MYR92N9ChPkZXxy6nWXbiR5RGKuJWDC0,408271
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,297,NT_187588.1,SQ.icmRK8D6LoSC9qL4ylrhGnNQTJZCu0Ff,40090
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,298,NW_003315938.1,SQ.px02pr2p01rDRYZI9Sxa7s9w2sryr_s9,120804
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,299,NT_187587.1,SQ.ZzdPmdmqIveKAS0D-2hDsoCICQ2sMIvv,238139
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,300,NW_003315939.2,SQ.KHKws2RTus2xjfI0god2Gg79qedfTlKb,169178
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,301,NW_003315941.1,SQ.qStaAo9HyPxz7yXqUQJpCka0sixGY-6J,138655
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,302,NW_003315942.2,SQ.XKeFO_ksB66EVSh2uK6vlkxZ6iUBuK9e,152874
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,303,NT_187590.1,SQ.KmkfaNw6fM3oWCokWZGXgLINWxET3dww,119498
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,304,NW_003315940.1,SQ.YaOI_5KJtbcZ0VBMd_c-I8BXDhAkN2SK,184319
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,305,NT_187589.1,SQ.9jzxV3K6aSKfIvsYZMW7fV0Ls8d1oofc,76061
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,306,NT_187591.1,SQ.OuOwwAymrgTki0nugEFWUD9jyEUJinCw,56134
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,307,NT_187594.1,SQ.Gbrij0fSyRAGFCB20lZ8vTkymOnmV5gP,191684
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,308,NT_187593.1,SQ.cXqcpuOSHTdygQCaHEQJmhIpLUMSzhdJ,180306
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,309,NT_187597.1,SQ.d33Gokdy_6YFgMIVuEXUlt5fTpuKdjRN,103832
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,310,NT_187595.1,SQ.5CQK3QIZTKjkmyn9KTFa3LMKkUwJapBW,169134
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,311,NT_187592.1,SQ.FEDrQ66n6WIQrotLhccdZv4POnOwxo3K,306913
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,312,NT_187596.1,SQ.MVYgwi2O1W6C7WcmxzUTML0XRh4c6IUQ,37287
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,313,NT_187598.1,SQ.5q6hnhidZdGDHu0rEoHthfgxUY058rB_,322166
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,314,NT_187601.1,SQ.wrsAn1Pznc84XmgNcrKC5r34_n4Mz2wn,1511111
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,315,NT_187599.1,SQ.6xkD3rl6v_9Zdp1owKMIpW1eZ6stlwAi,180703
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,316,NT_187600.1,SQ.zjYU3LvEGZT3W1fjPIt8gclO6u19aBol,1351393
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,317,NT_187602.1,SQ.wohjAZ4hQyIVeUzRz4GmgTOoGv5kar-7,478999
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,318,NT_187604.1,SQ._p9ZPa9IFQpNALN115Fk8rkeINRuru4W,263054
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,319,NT_187603.1,SQ.WIxkrqsQ3gRvL0IqOvPcme1D3eHLAh7S,327382
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,320,NW_003315943.1,SQ.clM4cQc78Opxpec7OgoJPN9UBe6YZb1b,296527
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,321,NT_187605.1,SQ.p9yN1mYgdPjE_L7o9PqV0Yz-9Sk6KKYy,244917
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,322,NW_003315944.2,SQ.uoyRXokGM3HeJX8SRHeD-NjGHFK4mhRS,388773
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,323,NT_187606.1,SQ.pqMBdWdebRW3XqCWm4MdDimJxCgseDjH,430880
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,324,NT_187610.1,SQ.HDkEXq7AzlrUbhHuZpznbp3lgdam9H7m,134193
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,325,NT_187609.1,SQ.yeAUNB_OmT02ZQrdNKvtd3vFOAIY8ODg,63982
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,326,NT_187608.1,SQ.LRS9ztT4Ebp8Eu2rY-wbZ7RclCIZK_W0,232857
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,327,NT_187607.1,SQ.FwChSNxkr_b1LuOi-QoKQcH2DiB9fL89,2659700
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,328,NW_003315945.1,SQ.zmOX7gaNMbPsD0e7vAXK-MixMsR7OTwj,192462
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,329,NW_003315946.1,SQ.giRZFJqn-yQ2fQFvnUrhZsnhj0j32p5F,89672
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,330,NW_003315952.3,SQ.Cuq-QfbTRhiVPi6xns7SxJqj-kPXLLQS,375691
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,331,NT_187613.1,SQ.UkFCzw1aORf-WoHrTvva15yoLv7b0MpV,391357
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,332,NT_187611.1,SQ.3Wx-9rRd5d7m3WxtJ_HScX3Bz1MiQWjR,196688
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,333,NT_187614.1,SQ.DP_59DeCpk0B57HUkY9ljcj0L4DvR1yt,2877074
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,334,NW_003871091.1,SQ.r5bz8vNOqnaVR5i7NNDPRLc-7lKy0Ofn,278131
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,335,NW_003871092.1,SQ.Wczr0fr52D0g46F3glnGBbMaYof04RBg,70345
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,336,NW_003315953.2,SQ.U74-bOG6c9j_MGt6BNCYEKNjzHETiIqw,133151
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,337,NT_167251.2,SQ.poo0yesZKYYpE153PDmlkj1KgcNcrfSl,1821992
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,338,NW_003315954.1,SQ.rr0K6q_aJbcKQEUuis8ZStFj8IcsS9fD,223995
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,339,NT_187615.1,SQ.Y_q1faWWNU5qzIht_upDihpkY8oTvfvj,235827
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,340,NT_187616.1,SQ.nIkci60wCmjAEl603SQ6Ij5kd77WjXbz,108763
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,341,NW_003315955.1,SQ.OQeFEy4Y9B9Ul3Lyh-5tE74hhxF5S5pJ,90219
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,342,NT_187612.1,SQ.xIWD1tFz4UNvHV5l6ylxPJ_tMrADeTYe,178921
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,343,NT_187618.1,SQ.ue7I2kmR7eCDKVXiNjLuLPfg8L36Coyh,111737
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,344,NW_003315956.1,SQ.jpgI9PKjFFcmRJ6DhA24-SlqBP_WbtsJ,289831
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,345,NW_003315959.1,SQ.ZYJJjBBGlSiWL1A3IO2pElqttFsmWCNr,164789
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,346,NW_003315960.1,SQ.8L1QChyEhTJ0Ou0JUEEpP0H-xCoiue1N,198278
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,347,NW_003315957.1,SQ.mpHjLXhnMYfgLLGk6F1q7Le-oXDnoCle,104552
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,348,NW_003315958.1,SQ.9w5J0y1MZcOf2S21GLX_5zYnF-PueMx7,167950
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,349,NW_003315961.1,SQ.R_hppUEtKijn0V73Hqu0lou2oQtPo-ux,159547
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,350,NT_187617.1,SQ.I0Yop28P5J3dgmcsMKJKzfSqQ3sp8OJY,167999
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,351,NT_187622.1,SQ.Tj8Z-RW85GJnPIH5x-AgzXu1Ol4a00tF,61734
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,352,NT_187621.1,SQ.OCmbHqqgE_uodiBraegZNadWggvEajGb,52969
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,353,NW_003315962.1,SQ._lEIvT8iHL5XGdl6XibP4GC1MeBuoEiD,385657
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,354,NW_003315964.2,SQ.Ke3kTlQ21XVYX7avwlj8LDiX5S1cmbPf,170222
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,355,NW_003315965.1,SQ.v7pqSi3AgQ6DH4MDZlApxD5wXNukCNnW,188024
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,356,NW_003315963.1,SQ.BQKSjIS0iYDDXXE5mB9WAb_4H0fYtn1X,155864
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,357,NT_187619.1,SQ.ZQseIbEUD8dCRLWEIZ6beMfIgXhlYhTQ,43156
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,358,NT_187620.1,SQ.FHE5wehDRu1ckddTp8qPX_eLPHAUSS6L,233762
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,359,NW_003571054.1,SQ.R_21atTkM2V4WyOFLQ8p74B6bfH07ZOs,987716
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,360,NW_003315966.2,SQ.TcEoir4-ig0cqoBN28NU2Up-daWmxBJt,128386
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,361,NT_187623.1,SQ.x_sOsgaj976FViZeKh3m9_ODNc6eqA1F,118774
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,362,NT_187625.1,SQ.ITWL-R0pmV5Q5vmPatNneK6bAR5CSvK_,58661
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,363,NT_187624.1,SQ.oO88g77QjognQj4xmj_tqOWsPp3Yn3GU,183433
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,364,NW_003315967.2,SQ.NqkUR7zdx2GJiX4HnwxC0PcPCg1V_qG4,63917
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,365,NT_187628.1,SQ.xZn2Lr-PhpTOIOnPcnox6F5CXPW8Yn_-,166743
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,366,NT_187627.1,SQ.rYV0LvL2EPQuX4cLHa66Ol3DJ6GHAzax,143900
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,367,NW_003315968.2,SQ.QkmQmREyC2W643Z2D6wLB-aV03RImIqd,201197
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,368,NW_003315969.2,SQ.wFTHp6z2vRXB5xLVt0Rkrg6Gdxh3qwaj,74653
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,369,NW_003315970.2,SQ.QZc-xnlLf81CHyNTz_V7gXoPoBKMpQMh,116689
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,370,NT_187626.1,SQ.A4TEs9XTvuTfkaNRcVQ8vKe1ujt3um4c,82692
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,371,NT_187629.1,SQ.1aAdIiT24PCBZwQchGPn07h5CIuz21CP,259914
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,372,NT_187632.1,SQ.QA3Gk9W05fGOdrFoauwYmBCywzLksXZF,186262
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,373,NT_187633.1,SQ.IRcDYGj56PHshajiocGe_gQ53fPFX-9I,304135
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,374,NT_187630.1,SQ.dJ5csUbtg77TYUcOaKaJSdpIYaWbFuKw,263666
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,375,NT_187631.1,SQ._DBhLMwJA2gfyeylRgM2iQn0_j0D4ADp,101331
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,376,NW_003315972.2,SQ.lyuogRBpRZYux7eMQzGEwloXi8ml9OUW,96924
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,377,NW_003315971.2,SQ.4UtsO5P3uzzKS5LrK3MtXFpkYV3PWDQ_,162811
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,378,NT_187634.1,SQ.mxmnPc-Gg9PQrh9U5tJrLKC3P5vqdOR6,284869
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,379,NT_187635.1,SQ.8fOc6uTtO5N3DT5p9h6iP0DpV7gX6pzM,144206
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,380,NT_187636.1,SQ.-xdFPXu8EXyfVO6hXXNjLt0wNmxEbBI7,248807
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,381,NT_187637.1,SQ.VlOMn-GD7o6SGXHyGg5UCVbIbumzh1jr,170399
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,382,NT_187638.1,SQ.CfWg24UYOzSFgRRq98qWBUhntUafY9sE,157053
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,383,NT_187639.1,SQ.UYTYthd_1Mgf366TwsSrLeVPgrfD12qr,171027
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,384,NT_187640.1,SQ.mvbZjGkC1yWP6QWSHxFVpOnT5dxZ0X_1,204239
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,385,NT_187641.1,SQ.5SwHHfTs46OKapRVYM6R3cf91dLl5mVm,209512
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,386,NT_187642.1,SQ.S0kgpLbiOgP87EwprqrlHr46BktToHez,155532
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,387,NT_187643.1,SQ.IUYOQlv1RFRM-COi2MjsFSO7_3AI1R4s,170698
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,388,NT_187644.1,SQ.NtzYiOqOR2dGhu3BaWxijsOkkSB2E7vD,184499
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,389,NT_187645.1,SQ.tFSAVq35V8H7v0K5Pohnbn73KyesesRR,170680
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,390,NT_187646.1,SQ._wNUiX0LIo1uYKZoD4kjSsXJmjzz042h,162212
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,391,NT_187648.1,SQ.rfUURzJWMoVVxgGXX66DHPHAZ9N4JDvZ,214158
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,392,NT_187647.1,SQ.8mLVfFZ3oIxb823Nc9iIreq-nRGD6k0E,161218
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,393,NT_187649.1,SQ.2OYdJ5t_233ivPkfx6VvlNyCrXGOdFCL,162896
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,394,NT_187650.1,SQ.f_YKg6ujj5uOa8YcoVYBO8i-UTQvp1Nf,378547
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,395,NT_187651.1,SQ.6B_7lmToxv-R6Sd_0TR7PO1CUD4fMM_C,1144418
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,396,NT_187652.1,SQ.8N-MyFguW6S8ARZF2ATY1Y-C0WhVHVYf,130957
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,397,NT_113891.3,SQ.d34Ol6qoNpL78UaEVKAmpG-90k4ncP_V,4795265
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,398,NT_187653.1,SQ.nNhGXvs5B9t31ETXiIjf3wqoO3wavGDq,190869
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,399,NT_187655.1,SQ.lmsj7PeHPqJSRaNOMJQ7lZRV3Kaf9pAx,136959
XemD97fxYMS4q-FBm_n5CHQgmzh1_67a,400,NT_187654.1,SQ.PTs_FUyoqjFFjccktitxECsvBBm2hynY,318687
